星上时间,反向数控衰减数据TMZ123源码,馈电1俯仰角TMZ150工程值,接收阵波束3方位角TMZ159工程值,接收阵波束4俯仰角TMZ162工程值,发射等通量模式TMZ194工程值,发射阵1-波束2衰减量TMZ296工程值,发射阵2-波束3ALC控制量TMZ341工程值,发射阵2-波束4ALCTMZ322工程值,发射阵1-波束2衰减量TMZ296源码,发射2-波束4ALC控制量（快）TMZ122源码,发射阵2-波束4衰减量TMZ338源码,接收阵波束3俯仰角TMZ160源码,发射阵1-波束3ALC控制量TMZ301工程值,接收阵波束1方位角TMZ155源码,发射阵1-波束1ALCTMZ279源码,馈电1方位角TMZ151工程值,发射阵1-波束3ALCTMZ281工程值,馈电2信关站TMZ152工程值,发射阵1-波束4衰减量TMZ298源码,馈电1方位角TMZ151源码,发射阵1-波束1衰减量TMZ295工程值,接收阵-波束1衰减量TMZ375工程值,发射等通量模式TMZ194源码,变频转发器锁定指示1TMZ204源码,发射阵1-波束4ALCTMZ282源码,发射阵2-波束3ALCTMZ321工程值,接收阵波束2俯仰角TMZ158源码,变频转发器锁定指示2TMZ205工程值,接收阵-波束2信道化控制量TMZ380源码,变频转发器前向变频功率TMZ061源码,发射阵2-波束2ALC控制量TMZ340源码,接收阵波束4方位角TMZ161源码,接收阵-波束4信道化控制量TMZ382源码,接收阵-波束2衰减量TMZ376工程值,发射阵2-波束2衰减量TMZ336工程值,发射阵2-波束1ALC控制量TMZ339工程值,发射阵2-波束1衰减量TMZ335工程值,发射阵1-波束4衰减量TMZ298工程值,变频转发器前向变频功率TMZ061工程值,发射2-波束4ALC控制量（快）TMZ122工程值,发射阵2-波束4衰减量TMZ338工程值,发射阵2-波束3ALC控制量TMZ341源码,接收阵-波束3信道化控制量TMZ381工程值,变频转发器锁定指示1TMZ204工程值,反向数控衰减数据TMZ123工程值,反向额定输入通量密度TMZ196工程值,发射阵2-波束3ALCTMZ321源码,接收阵波束4俯仰角TMZ162源码,馈电2方位角TMZ154工程值,变频转发器功放2功率TMZ208源码,馈电1信关站TMZ149源码,发射阵1-波束3衰减量TMZ297源码,发射阵1-波束2ALCTMZ280源码,变频转发器功放1功率TMZ060工程值,接收阵-波束1信道化控制量TMZ379源码,接收阵-波束3信道化控制量TMZ381源码,发射阵1-波束3衰减量TMZ297工程值,馈电1信关站TMZ149工程值,接收阵-波束4衰减量TMZ378工程值,变频转发器锁定指示2TMZ205源码,接收阵-波束2信道化控制量TMZ380工程值,发射阵1-波束1ALCTMZ279工程值,发射阵2-波束2ALCTMZ320工程值,发射阵2-波束3衰减量TMZ337源码,接收阵波束1俯仰角TMZ156源码,反向路径补偿模式TMZ195工程值,发射阵2-波束1ALC控制量TMZ339源码,发射阵1-波束3ALCTMZ281源码,接收阵-波束2衰减量TMZ376源码,馈电2俯仰角TMZ153工程值,接收阵-波束4信道化控制量TMZ382工程值,发射阵2-波束状态TMZ323工程值,反向额定输入通量密度TMZ196源码,馈电2信关站TMZ152源码,馈电2俯仰角TMZ153源码,接收阵-波束4衰减量TMZ378源码,发射阵2-波束4ALCTMZ322源码,发射阵2-波束3衰减量TMZ337工程值,变频转发器功放1功率TMZ060源码,发射阵1-波束3ALC控制量TMZ301源码,发射阵1-波束4ALC控制量TMZ302源码,发射阵2-波束2衰减量TMZ336源码,接收阵波束2方位角TMZ157工程值,接收阵波束3方位角TMZ159源码,发射阵2-波束1ALCTMZ319工程值,发射阵1-波束4ALCTMZ282工程值,反向路径补偿模式TMZ195源码,接收阵波束2俯仰角TMZ158工程值,发射阵2-波束1衰减量TMZ335源码,接收阵波束4方位角TMZ161工程值,发射阵1-波束4ALC控制量TMZ302工程值,接收阵-波束3衰减量TMZ377工程值,发射阵1-波束2ALC控制量TMZ300源码,发射阵2-波束1ALCTMZ319源码,发射阵2-波束2ALCTMZ320源码,变频转发器功放2功率TMZ208工程值,馈电2方位角TMZ154源码,接收阵波束1方位角TMZ155工程值,接收阵波束2方位角TMZ157源码,发射阵1-波束1ALC控制量TMZ299工程值,接收阵-波束1衰减量TMZ375源码,发射阵2-波束4ALC控制量TMZ342源码,发射阵1-波束1ALC控制量TMZ299源码,馈电1俯仰角TMZ150源码,接收阵波束3俯仰角TMZ160工程值,发射阵2-波束4ALC控制量TMZ342工程值,接收阵-波束3衰减量TMZ377源码,发射阵1-波束1衰减量TMZ295源码,发射阵2-波束2ALC控制量TMZ340工程值,发射阵1-波束2ALCTMZ280工程值,发射阵1-波束2ALC控制量TMZ300工程值,发射阵2-波束状态TMZ323源码,接收阵-波束1信道化控制量TMZ379工程值,接收阵波束1俯仰角TMZ156工程值
2025-02-20 23:09:57.626,16,45.29999924,49.38000107,45.34000015,非等通量,0.0,82.0,1.1730957,0.0,53,0.0,11b6,77.0,134a,3210,48.79000092,0.81298828,255.0,0.0,130f,0.0,26.0,0.0,76.0,1de0,1.24023438,11b6,2.48046875,20,0c,54,134a,1d,26.0,0.0,79.0,0.0,0.0,-10.03002834,83.0,0.0,52,30.0,2.3046875,18.5,-92.0,3f80,11b6,0.0,41,12,0.0,1f30,36.35523987,20,1e,0.0,18.0,26.0,7f,32.0,0.9777832,1.02172852,0.0,11b6,路径补偿,4f,29a0,1a,0.0,29.0,开启,8.0,ff,0000,1a,3c10,0.0,4d,4d,56,0.0,49.38000107,134a,1.06689453,0.58349609,0.0,45.34000015,0.0,49.38000107,86.0,26.0,4f,36a0,3450,34.82546997,0000,49.38000107,134a,74.0,1a,53,4a,11b2,45.34000015,83.0,1a,0.0,84.0,0.60913086,79.0,ff,32.0,45.34000015
2025-02-20 23:09:57.626,16,45.29999924,49.38000107,45.34000015,非等通量,0.0,82.0,1.1730957,0.0,53,0.0,11b6,77.0,134a,3210,48.79000092,0.81298828,255.0,0.0,130f,0.0,26.0,0.0,76.0,1de0,1.24023438,11b6,2.48046875,20,0c,54,134a,1d,26.0,0.0,79.0,0.0,0.0,-10.03002834,83.0,0.0,52,30.0,2.3046875,18.5,-92.0,3f80,11b6,0.0,41,12,0.0,1f30,36.35523987,20,1e,0.0,18.0,26.0,7f,32.0,0.9777832,1.02172852,0.0,11b6,路径补偿,4f,29a0,1a,0.0,29.0,开启,8.0,ff,0000,1a,3c10,0.0,4d,4d,56,0.0,49.38000107,134a,1.06689453,0.58349609,0.0,45.34000015,0.0,49.38000107,86.0,26.0,4f,36a0,3450,34.82546997,0000,49.38000107,134a,74.0,1a,53,4a,11b2,45.34000015,83.0,1a,0.0,84.0,0.60913086,79.0,ff,32.0,45.34000015
2025-02-20 23:09:57.626,16,45.29999924,49.38000107,45.34000015,非等通量,0.0,82.0,1.1730957,0.0,53,0.0,11b6,77.0,134a,3210,48.79000092,0.81298828,255.0,0.0,130f,0.0,26.0,0.0,76.0,1de0,1.24023438,11b6,2.48046875,20,0c,54,134a,1d,26.0,0.0,79.0,0.0,0.0,-10.03002834,83.0,0.0,52,30.0,2.3046875,18.5,-92.0,3f80,11b6,0.0,41,12,0.0,1f30,36.35523987,20,1e,0.0,18.0,26.0,7f,32.0,0.9777832,1.02172852,0.0,11b6,路径补偿,4f,29a0,1a,0.0,29.0,开启,8.0,ff,0000,1a,3c10,0.0,4d,4d,56,0.0,49.38000107,134a,1.06689453,0.58349609,0.0,45.34000015,0.0,49.38000107,86.0,26.0,4f,36a0,3450,34.82546997,0000,49.38000107,134a,74.0,1a,53,4a,11b2,45.34000015,83.0,1a,0.0,84.0,0.60913086,79.0,ff,32.0,45.34000015
2025-02-20 23:09:57.626,16,45.29999924,49.38000107,45.34000015,非等通量,0.0,82.0,1.1730957,0.0,53,0.0,11b6,77.0,134a,3210,48.79000092,0.81298828,255.0,0.0,130f,0.0,26.0,0.0,76.0,1de0,1.24023438,11b6,2.48046875,20,0c,54,134a,1d,26.0,0.0,79.0,0.0,0.0,-10.03002834,83.0,0.0,52,30.0,2.3046875,18.5,-92.0,3f80,11b6,0.0,41,12,0.0,1f30,36.35523987,20,1e,0.0,18.0,26.0,7f,32.0,0.9777832,1.02172852,0.0,11b6,路径补偿,4f,29a0,1a,0.0,29.0,开启,8.0,ff,0000,1a,3c10,0.0,4d,4d,56,0.0,49.38000107,134a,1.06689453,0.58349609,0.0,45.34000015,0.0,49.38000107,86.0,26.0,4f,36a0,3450,34.82546997,0000,49.38000107,134a,74.0,1a,53,4a,11b2,45.34000015,83.0,1a,0.0,84.0,0.60913086,79.0,ff,32.0,45.34000015
2025-02-20 23:09:57.626,16,45.29999924,49.38000107,45.34000015,非等通量,0.0,82.0,1.1730957,0.0,53,0.0,11b6,77.0,134a,3210,48.79000092,0.81298828,255.0,0.0,130f,0.0,26.0,0.0,76.0,1de0,1.24023438,11b6,2.48046875,20,0c,54,134a,1d,26.0,0.0,79.0,0.0,0.0,-10.03002834,83.0,0.0,52,30.0,2.3046875,18.5,-92.0,3f80,11b6,0.0,41,12,0.0,1f30,36.35523987,20,1e,0.0,18.0,26.0,7f,32.0,0.9777832,1.02172852,0.0,11b6,路径补偿,4f,29a0,1a,0.0,29.0,开启,8.0,ff,0000,1a,3c10,0.0,4d,4d,56,0.0,49.38000107,134a,1.06689453,0.58349609,0.0,45.34000015,0.0,49.38000107,86.0,26.0,4f,36a0,3450,34.82546997,0000,49.38000107,134a,74.0,1a,53,4a,11b2,45.34000015,83.0,1a,0.0,84.0,0.60913086,79.0,ff,32.0,45.34000015
2025-02-20 23:09:57.626,16,45.29999924,49.38000107,45.34000015,非等通量,0.0,82.0,1.1730957,0.0,53,0.0,11b6,77.0,134a,3210,48.79000092,0.81298828,255.0,0.0,130f,0.0,26.0,0.0,76.0,1de0,1.24023438,11b6,2.48046875,20,0c,54,134a,1d,26.0,0.0,79.0,0.0,0.0,-10.03002834,83.0,0.0,52,30.0,2.3046875,18.5,-92.0,3f80,11b6,0.0,41,12,0.0,1f30,36.35523987,20,1e,0.0,18.0,26.0,7f,32.0,0.9777832,1.02172852,0.0,11b6,路径补偿,4f,29a0,1a,0.0,29.0,开启,8.0,ff,0000,1a,3c10,0.0,4d,4d,56,0.0,49.38000107,134a,1.06689453,0.58349609,0.0,45.34000015,0.0,49.38000107,86.0,26.0,4f,36a0,3450,34.82546997,0000,49.38000107,134a,74.0,1a,53,4a,11b2,45.34000015,83.0,1a,0.0,84.0,0.60913086,79.0,ff,32.0,45.34000015
2025-02-20 23:09:57.626,16,45.29999924,49.38000107,45.34000015,非等通量,0.0,82.0,1.1730957,0.0,53,0.0,11b6,77.0,134a,3210,48.79000092,0.81298828,255.0,0.0,130f,0.0,26.0,0.0,76.0,1de0,1.24023438,11b6,2.48046875,20,0c,54,134a,1d,26.0,0.0,79.0,0.0,0.0,-10.03002834,83.0,0.0,52,30.0,2.3046875,18.5,-92.0,3f80,11b6,0.0,41,12,0.0,1f30,36.35523987,20,1e,0.0,18.0,26.0,7f,32.0,0.9777832,1.02172852,0.0,11b6,路径补偿,4f,29a0,1a,0.0,29.0,开启,8.0,ff,0000,1a,3c10,0.0,4d,4d,56,0.0,49.38000107,134a,1.06689453,0.58349609,0.0,45.34000015,0.0,49.38000107,86.0,26.0,4f,36a0,3450,34.82546997,0000,49.38000107,134a,74.0,1a,53,4a,11b2,45.34000015,83.0,1a,0.0,84.0,0.60913086,79.0,ff,32.0,45.34000015
2025-02-20 23:10:05.628,16,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,0d,,,,,,,,,-9.55100727,83.0,,,,,18.5,,,,,,,,,36.21972275,,,,,,,,,,,,,,,,,,,,,,,,,4c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:10:13.628,16,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,0d,,,,,,,,,-9.55100727,85.0,,,,,18.5,,,,,,,,,36.21972275,,,,,,,,,,,,,,,,,,,,,,,,,4c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:10:21.628,16,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,0d,,,,,,,,,-9.55100727,84.0,,,,,18.5,,,,,,,,,35.94412613,,,,,,,,,,,,,,,,,,,,,,,,,4a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:10:29.628,16,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,0e,,,,,,,,,-9.08660221,84.0,,,,,18.5,,,,,,,,,35.8038063,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:10:37.628,16,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,0d,,,,,,,,,-9.55100727,86.0,,,,,18.5,,,,,,,,,35.51743317,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:10:45.627,16,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,0e,,,,,,,,,-9.08660221,86.0,,,,,18.5,,,,,,,,,35.37106705,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:10:53.626,16,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,0f,,,,,,,,,-8.63644886,86.0,,,,,18.5,,,,,,,,,39.94704437,,,,,,,,,,,,,,,,,,,,,,,,,6c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:11:01.626,16,40.08000183,66.01999664,40.22000122,非等通量,0.0,85.0,1.19140625,0.0,56,0.0,0fb6,80.0,19ca,3090,65.34999847,0.85205078,255.0,0.0,1987,0.0,26.0,0.0,76.0,1d50,1.27441406,0fb6,2.48046875,23,0f,57,19ca,20,26.0,0.0,82.0,0.0,0.0,-8.63644886,86.0,0.0,55,33.0,2.3046875,18.5,-92.0,4140,0fb6,0.0,56,12,0.0,1ea0,39.47931671,24,21,0.0,18.0,26.0,7f,35.0,0.94848633,1.04614258,0.0,0fb6,路径补偿,52,2ba0,1a,0.0,32.0,开启,8.0,ff,0000,1a,3d00,0.0,67,50,59,0.0,66.01999664,19ca,1.0949707,0.57250977,0.0,40.22000122,0.0,66.01999664,89.0,26.0,53,3810,3590,37.79662323,0000,66.01999664,19ca,78.0,1a,56,4e,0fa8,40.22000122,86.0,1a,0.0,87.0,0.59814453,83.0,ff,36.0,40.22000122
2025-02-20 23:11:09.626,16,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,0f,,,,,,,,,-8.63644886,87.0,,,,,18.5,,,,,,,,,39.57866287,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:11:17.626,16,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,0f,,,,,,,,,-8.63644886,87.0,,,,,18.5,,,,,,,,,39.94704437,,,,,,,,,,,,,,,,,,,,,,,,,6c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:11:25.626,16,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,0f,,,,,,,,,-8.63644886,87.0,,,,,18.5,,,,,,,,,40.11072922,,,,,,,,,,,,,,,,,,,,,,,,,6e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:11:33.626,16,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,0f,,,,,,,,,-8.63644886,87.0,,,,,18.5,,,,,,,,,39.47931671,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:11:41.626,16,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,0f,,,,,,,,,-8.63644886,87.0,,,,,18.5,,,,,,,,,40.11072922,,,,,,,,,,,,,,,,,,,,,,,,,6e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:11:49.626,16,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,0f,,,,,,,,,-8.63644886,87.0,,,,,18.5,,,,,,,,,40.03079224,,,,,,,,,,,,,,,,,,,,,,,,,6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:11:57.626,16,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,-8.2001915,87.0,,,,,18.5,,,,,,,,,39.27331543,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:12:05.626,16,37.0,89.66000366,37.25999832,非等通量,0.0,86.0,1.20239258,0.0,57,0.0,0e8e,81.0,2306,2f80,89.11000061,0.81298828,255.0,0.0,22cf,0.0,26.0,0.0,76.0,1d70,1.2512207,0e8e,2.48046875,24,0f,58,2306,21,26.0,0.0,83.0,0.0,0.0,-8.63644886,87.0,0.0,56,34.0,2.3046875,18.5,-92.0,4010,0e8e,0.0,60,12,0.0,1e40,40.11072922,26,22,0.0,18.0,26.0,7f,36.0,0.92773438,1.02172852,0.0,0e8e,路径补偿,53,29a0,1a,0.0,33.0,开启,8.0,ff,0000,1a,3d90,0.0,6e,51,59,0.0,89.66000366,2306,1.06811523,0.57495117,0.0,37.25999832,0.0,89.66000366,89.0,26.0,53,36b0,3450,39.01502228,0000,89.66000366,2306,79.0,1a,57,4f,0e74,37.25999832,87.0,1a,0.0,88.0,0.59082031,83.0,ff,38.0,37.25999832
2025-02-20 23:12:13.626,16,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,0f,,,,,,,,,-8.63644886,87.0,,,,,18.5,,,,,,,,,40.11072922,,,,,,,,,,,,,,,,,,,,,,,,,6e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:12:21.626,16,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,-8.2001915,87.0,,,,,18.5,,,,,,,,,39.37747574,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:12:29.626,16,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,0e,,,,,,,,,-9.08660221,86.0,,,,,18.5,,,,,,,,,39.94704437,,,,,,,,,,,,,,,,,,,,,,,,,6c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:12:37.626,16,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,0f,,,,,,,,,-8.63644886,86.0,,,,,18.5,,,,,,,,,40.32500076,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:12:45.626,16,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,0f,,,,,,,,,-8.63644886,87.0,,,,,18.5,,,,,,,,,40.11072922,,,,,,,,,,,,,,,,,,,,,,,,,6e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:12:53.626,16,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,0f,,,,,,,,,-8.63644886,87.0,,,,,18.5,,,,,,,,,39.27331543,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:13:01.626,16,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,0f,,,,,,,,,-8.63644886,86.0,,,,,18.5,,,,,,,,,39.94704437,,,,,,,,,,,,,,,,,,,,,,,,,6c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:13:09.626,16,38.59000015,114.66999817,38.90999985,非等通量,0.0,84.0,1.16699219,0.0,56,0.0,0f33,80.0,2ccb,2f60,114.45999908,0.8215332,255.0,0.0,2cb6,0.0,26.0,0.0,76.0,1ce0,1.27807617,0f33,2.48046875,24,0e,57,2ccb,20,26.0,0.0,82.0,0.0,0.0,-9.08660221,86.0,0.0,54,33.0,2.3046875,18.5,-92.0,4170,0f33,0.0,5a,12,0.0,1ec0,39.57866287,25,21,0.0,18.0,26.0,7f,36.0,0.92529297,1.01318359,0.0,0f33,路径补偿,52,2a10,1a,0.0,32.0,开启,8.0,ff,0000,1a,3bc0,0.0,68,50,58,0.0,114.66999817,2ccb,1.0534668,0.56396484,0.0,38.90999985,0.0,114.66999817,88.0,26.0,52,35f0,33e0,38.29933929,0000,114.66999817,2ccb,78.0,1a,56,4e,0f13,38.90999985,86.0,1a,0.0,87.0,0.60058594,82.0,ff,37.0,38.90999985
2025-02-20 23:13:17.626,16,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,0e,,,,,,,,,-9.08660221,85.0,,,,,18.5,,,,,,,,,39.37747574,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:13:25.626,16,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,0e,,,,,,,,,-9.08660221,85.0,,,,,18.5,,,,,,,,,39.57866287,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:13:33.626,16,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,0e,,,,,,,,,-9.08660221,85.0,,,,,18.5,,,,,,,,,40.03079224,,,,,,,,,,,,,,,,,,,,,,,,,6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:13:41.626,16,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,0e,,,,,,,,,-9.08660221,85.0,,,,,18.5,,,,,,,,,40.03079224,,,,,,,,,,,,,,,,,,,,,,,,,6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:13:49.626,16,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,0d,,,,,,,,,-9.55100727,85.0,,,,,18.5,,,,,,,,,40.03079224,,,,,,,,,,,,,,,,,,,,,,,,,6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:13:57.626,16,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,0d,,,,,,,,,-9.55100727,84.0,,,,,18.5,,,,,,,,,39.47931671,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:14:05.626,16,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,0d,,,,,,,,,-9.55100727,83.0,,,,,18.5,,,,,,,,,39.05870819,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:14:13.626,16,43.38999939,133.61000061,43.65000153,非等通量,0.0,83.0,1.22070312,0.0,53,0.0,110d,77.0,3431,3030,133.6499939,0.85327148,255.0,0.0,3435,0.0,26.0,0.0,77.0,1b30,1.23168945,110d,2.48046875,21,0d,55,3431,1e,26.0,0.0,80.0,0.0,0.0,-9.55100727,83.0,0.0,53,31.0,2.32421875,18.5,-92.0,3f10,110d,0.0,5c,12,0.0,1e70,39.85972595,22,1f,0.0,18.0,26.0,7f,33.0,0.94116211,0.99853516,0.0,110d,路径补偿,50,2bb0,1a,0.0,30.0,开启,8.0,ff,0000,1a,3e80,0.0,6b,4d,58,0.0,133.61000061,3431,1.09008789,0.53100586,0.0,43.65000153,0.0,133.61000061,88.0,26.0,51,37d0,3320,38.54365158,0000,133.61000061,3431,76.0,1a,53,4c,10f3,43.65000153,83.0,1a,0.0,85.0,0.59448242,81.0,ff,34.0,43.65000153
2025-02-20 23:14:21.628,16,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,0c,,,,,,,,,-10.03002834,83.0,,,,,18.5,,,,,,,,,39.85972595,,,,,,,,,,,,,,,,,,,,,,,,,6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:14:29.628,16,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,0c,,,,,,,,,-10.03002834,83.0,,,,,18.5,,,,,,,,,39.76907349,,,,,,,,,,,,,,,,,,,,,,,,,6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:14:37.628,16,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,0c,,,,,,,,,-10.03002834,82.0,,,,,18.5,,,,,,,,,40.18658829,,,,,,,,,,,,,,,,,,,,,,,,,6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:14:45.628,16,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,0c,,,,,,,,,-10.03002834,82.0,,,,,18.5,,,,,,,,,39.94704437,,,,,,,,,,,,,,,,,,,,,,,,,6c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:14:53.628,16,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,0b,,,,,,,,,-10.52402973,81.0,,,,,18.5,,,,,,,,,40.11072922,,,,,,,,,,,,,,,,,,,,,,,,,6e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:15:01.629,16,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,0b,,,,,,,,,-10.52402973,81.0,,,,,18.5,,,,,,,,,39.94704437,,,,,,,,,,,,,,,,,,,,,,,,,6c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:15:09.628,16,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,05,,,,,,,,,-13.82371902,39.0,,,,,18.5,,,,,,,,,27.62292671,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:15:17.626,16,48.47999954,0.0,60.0,非等通量,52.0,39.0,1.13647461,34.0,28,34.0,1770,36.0,0000,3250,145.97999573,0.82397461,255.0,34.0,3906,52.0,26.0,0.0,77.0,1d70,1.23779297,1770,2.48046875,3f,05,2a,0000,3f,26.0,52.0,36.0,52.0,52.0,-13.82371902,40.0,52.0,27,63.0,2.32421875,18.5,-92.0,3f60,1770,0.0,23,12,34.0,1de0,27.22854614,3f,3f,52.0,18.0,26.0,7f,63.0,0.98266602,0.98266602,34.0,1770,路径补偿,24,2a30,1a,0.0,63.0,开启,8.0,ff,0000,1a,3a30,52.0,24,24,2b,34.0,0.0,0000,1.06811523,0.57495117,0.0,60.0,34.0,0.0,43.0,26.0,2a,36b0,3250,27.17490768,0000,0.0,0000,38.0,1a,28,26,12f0,60.0,40.0,1a,34.0,42.0,0.58349609,42.0,ff,63.0,60.0
2025-02-20 23:15:25.626,36,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,05,,,,,,,,,-13.82371902,39.0,,,,,18.0,,,,,,,,,27.62292671,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:15:33.626,36,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,05,,,,,,,,,-13.82371902,40.0,,,,,18.0,,,,,,,,,27.62292671,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:15:41.626,36,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,05,,,,,,,,,-13.82371902,40.0,,,,,18.0,,,,,,,,,27.62292671,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20 23:15:49.626,36,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,05,,,,,,,,,-13.82371902,40.0,,,,,18.0,,,,,,,,,27.62292671,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
